BK;WE;Objekt-Nr;BK/WE/ON;Objekt-Bezeichnung;Gebäudeart;Land;PLZ;Ort;Straße;Bahnhof;Region/Standort;Elektrotechniker
8300;1230322;96481;8300/1230322/96481;P+R PF Trattenbach (Te  H1);Park & Ride;AT;4453;Trattenbach;;Trattenbach;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1230322;96482;8300/1230322/96482;P+R PF Losenstein (Lon);Park & Ride;AT;4460;Losenstein;;Losenstein;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1230322;96483;8300/1230322/96483;P+R PF Reichraming (Rei);Park & Ride;AT;4462;Reichraming;;Reichraming;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1230322;96484;8300/1230322/96484;P+R PF Großraming (Rei H2);Park & Ride;AT;4463;Großraming;;Großraming;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1230421;96485;8300/1230421/96485;P+R PF Neuhofen a. d. Krems (Nkr);Park & Ride;AT;4501;Neuhofen/Krems;;Neuhofen a.d.Krems;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1230421;96486;8300/1230421/96486;P+R PF Nöstlbach-St.Marien (Net H1);Park & Ride;AT;4502;St. Marien;;Nöstlbach-St.Marien;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1230421;96487;8300/1230421/96487;P+R PF Kematen-Piberbach (Kek);Park & Ride;AT;4531;Kematen/Krems;;Kematen-Piberbach;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1230431;96488;8300/1230431/96488;P+R PF Kremsmünster (Kre);Park & Ride;AT;4550;Kremsmünster;;Kremsmünster;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1230431;96489;8300/1230431/96489;P+R PF Nußbach (Wak H1);Park & Ride;AT;4542;Nußbach;;Nußbach;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1230431;96490;8300/1230431/96490;P+R PF Schlierbach (Srb);Park & Ride;AT;4552;Schlierbach;;Schlierbach;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1230431;96491;8300/1230431/96491;P+R PF Kirchdorf a. d. Krems (Kik);Park & Ride;AT;4560;Kirchdorf/Krems;;Kirchdorf a. d. Krems;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1230431;96492;8300/1230431/96492;P+R PF Micheldorf (Mid);Park & Ride;AT;4563;Micheldorf;;Micheldorf;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1230431;96493;8300/1230431/96493;P+R PF Klaus (Kus);Park & Ride;AT;4564;Klaus;;Klaus;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1230431;96494;8300/1230431/96494;P+R PF Steyrling (Sng);Park & Ride;AT;4564;Steyrling;;Steyrling;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1230431;96495;8300/1230431/96495;P+R PF Hinterstoder (Hst);Park & Ride;AT;4572;Hinterstoder;;Hinterstoder;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1230431;96496;8300/1230431/96496;P+R PF Roßleithen (Piv H1);Park & Ride;AT;4572;Roßleithen;;Roßleithen;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1230431;96497;8300/1230431/96497;P+R PF Windischgarsten (Win);Park & Ride;AT;4580;Windischgarsten;;Windischgarsten;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1230431;96498;8300/1230431/96498;P+R PF Wartberg a. d. Krems (Wak);Park & Ride;AT;4552;Wartberg/Krems;;Wartberg a.d.Krems;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1230432;96499;8300/1230432/96499;P+R PF Ardning (Ar);Park & Ride;AT;8904;Ardning;;Ardning;IMM Steiermark (Graz);Klug Manuel
8300;1230621;96500;8300/1230621/96500;P+R PF Obertraun-Dachsteinhöhlen (Oa);Park & Ride;AT;4831;Obertraun;;Obertraun-Dachsteinhöhlen;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1230621;96501;8300/1230621/96501;P+R PF Steeg-Gosau (Stg);Park & Ride;AT;4823;Steeg Gosau;;Steeg-Gosau;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1230621;96502;8300/1230621/96502;P+R PF Bad Goisern (Goi);Park & Ride;AT;4822;Bad Goisern;;Bad Goisern;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1230622;96503;8300/1230622/96503;P+R PF Mitterweißenbach (Mib);Park & Ride;AT;4820;Mitterweissenbach;;Mitterweißenbach;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1230623;96504;8300/1230623/96504;P+R PF Traunkirchen Ort (En  H2);Park & Ride;AT;4801;Traunkirchen;;Traunkirchen Ort;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1230623;96505;8300/1230623/96505;P+R PF Traunkirchen (Tk);Park & Ride;AT;4801;Traunkirchen;;Traunkirchen;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1230623;96506;8300/1230623/96506;P+R PF Altmünster am Traunsee (Er);Park & Ride;AT;4810;Altmünster;;Altmünster am Traunsee;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1230624;96507;8300/1230624/96507;P+R PF Pinsdorf (Gz  H1);Park & Ride;AT;4812;Pinsdorf;;Pinsdorf;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1230624;96508;8300/1230624/96508;P+R PF Aurachkirchen (Ak);Park & Ride;AT;4812;Aurachkirchen;;Aurachkirchen;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1230631;96509;8300/1230631/96509;P+R PF Wolfshütte (At  H2);Park & Ride;AT;4903;Manning;Wolfshütte 10;Wolfshütte;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1230631;96510;8300/1230631/96510;P+R PF Ottnang-Wolfsegg (Otg);Park & Ride;AT;4901;Ottnang am Hausruck;Bahnhofstraße 1;Ottnang-Wolfsegg;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1230631;96511;8300/1230631/96511;P+R PF Holzleithen (Otg H2);Park & Ride;AT;4901;Ottnang am Hausruck;Rieder Straße 244;Holzleithen;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1230631;96512;8300/1230631/96512;P+R PF Hausruck (Gf) (Hs);Park & Ride;AT;4906;Eberschwang;Hausruck 15;Hausruck;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1230631;96513;8300/1230631/96513;P+R PF Eberschwang (Hs  H1);Park & Ride;AT;4906;Eberschwang;Feichtet 21;Eberschwang;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1230641;96514;8300/1230641/96514;P+R PF Aurolzmünster (Rd  H2M);Park & Ride;AT;4971;Aurolzmünster;Schlossstraße 13;Aurolzmünster;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1230641;96515;8300/1230641/96515;P+R PF St.Martin im Innkreis (Mn);Park & Ride;AT;4973;St.Martin/Innkreis;Diesseits 79;St.Martin im Innkreis;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1230641;96516;8300/1230641/96516;P+R PF Antiesenhofen (Ant);Park & Ride;AT;4980;Antiesenhofen;Rieder Straße 13;Antiesenhofen;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1230641;96517;8300/1230641/96517;P+R PF Dietrichshofen (Ant H1);Park & Ride;AT;4774;St. Marienkirchen bei Schärding;;Dietrichshofen;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1230641;96518;8300/1230641/96518;P+R PF Suben (Ant H2);Park & Ride;AT;4975;Suben;;Suben;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1230711;96519;8300/1230711/96519;P+R PF Wendling (Neu H1P);Park & Ride;AT;4741;Wendling;;Wendling;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1230711;96520;8300/1230711/96520;P+R PF Pram-Haag (Pra);Park & Ride;AT;4742;Pram Haag;;Pram-Haag;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1230711;96521;8300/1230711/96521;P+R PF Peterskirchen (Pra H2);Park & Ride;AT;4743;Peterskirchen;;Peterskirchen;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1230712;96522;8300/1230712/96522;P+R PF Neuratting (Rd  H3);Park & Ride;AT;4942;Wippenham;;Neuratting;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1230712;96523;8300/1230712/96523;P+R PF Gurten (Gur);Park & Ride;AT;4942;Gurten;Bahnhofstraße 21;Gurten;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1230712;96524;8300/1230712/96524;P+R PF Geinberg (Gur H1);Park & Ride;AT;4943;Geinberg;;Geinberg;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1230712;96525;8300/1230712/96525;P+R PF Obernberg-Altheim (Ath);Park & Ride;AT;4943;Obernberg/Altheim;;Obernberg-Altheim;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1230712;96526;8300/1230712/96526;P+R PF Mühlheim (Ath H1);Park & Ride;AT;4961;Mühlheim;;Mühlheim;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1230712;96527;8300/1230712/96527;P+R PF Mining (Mig);Park & Ride;AT;4962;Mining;;Mining;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1230712;96528;8300/1230712/96528;P+R PF Hagenau im Innkreis (Mig H1);Park & Ride;AT;4963;St. Peter am Hart;;Hagenau im Innkreis;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1232111;96529;8300/1232111/96529;P+R PF Steyregg (Sy);Park & Ride;AT;4221;Steyregg;;Steyregg;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1232111;96530;8300/1232111/96530;P+R PF Pulgarn (Sy  H1);Park & Ride;AT;4221;Pulgarn;;Pulgarn;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1232111;96531;8300/1232111/96531;P+R PF St.Georgen a.d.Gusen (Sge);Park & Ride;AT;4222;St.Georgen/Gusen;;St.Georgen a.d.Gusen;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1232111;96532;8300/1232111/96532;P+R PF Lungitz (Lu);Park & Ride;AT;4223;Lungitz;;Lungitz;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1232111;96533;8300/1232111/96533;P+R PF Gaisbach-Wartberg (Ga);Park & Ride;AT;4231;Gaisbach/Wartberg;;Gaisbach-Wartberg;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1232111;96534;8300/1232111/96534;P+R PF Katsdorf (Lu  H1);Park & Ride;AT;4223;Katsdorf;;Katsdorf;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1232111;96535;8300/1232111/96535;P+R PF Pregarten (Pre);Park & Ride;AT;4230;Pregarten;;Pregarten;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1232111;96536;8300/1232111/96536;P+R PF Kefermarkt (Kf);Park & Ride;AT;4292;Kefermarkt;;Kefermarkt;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1232111;96537;8300/1232111/96537;P+R PF Lasberg-St.Oswald (Kf  H1);Park & Ride;AT;4291;Lasberg;;Lasberg-St.Oswald;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1232111;96538;8300/1232111/96538;P+R PF Schloß Haus (Ga  H1);Park & Ride;AT;4230;Pregarten;;Schloß Haus;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1232111;96539;8300/1232111/96539;P+R PF St.Georgen a.d.Gusen Haltestelle (Sge H1);Park & Ride;AT;4222;St.Georgen/Gusen;;St.Georgen a.d.Gusen Haltestelle;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1232112;96540;8300/1232112/96540;P+R PF Summerau (Smr);Park & Ride;AT;4261;Summerau;;Summerau;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1235211;96541;8300/1235211/96541;P+R PF Schauersberg (Scb);Park & Ride;AT;4600;Schauersberg;;Schauersberg;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1235211;96542;8300/1235211/96542;P+R PF Steinhaus bei Wels (Sth);Park & Ride;AT;4641;Steinhaus;;Steinhaus bei Wels;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1235221;96543;8300/1235221/96543;P+R PF Pettenbach (Peb);Park & Ride;AT;4643;Pettenbach;;Pettenbach;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1235221;96544;8300/1235221/96544;P+R PF Steinbachbrücke (Sbb);Park & Ride;AT;4643;Steinbachbrücke;;Steinbachbrücke;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1235221;96545;8300/1235221/96545;P+R PF Viechtwang (Viw);Park & Ride;AT;4644;Viechtwang;;Viechtwang;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1235221;96546;8300/1235221/96546;P+R PF Scharnstein-Mühldorf (Ssm);Park & Ride;AT;4644;Scharnstein/Mühldorf;;Scharnstein-Mühldorf;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1235221;96547;8300/1235221/96547;P+R PF Kothmühle (Ssm H1);Park & Ride;AT;4644;Kothmühle;;Kothmühle;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1235221;96548;8300/1235221/96548;P+R PF Traxenbichl (Tx);Park & Ride;AT;4644;Traxenbichl;;Traxenbichl;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1235221;96549;8300/1235221/96549;P+R PF Grünau im Almtal (Gue);Park & Ride;AT;4645;Grünau im Almtal;;Grünau im Almtal;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1235611;96550;8300/1235611/96550;P+R PF Breitenaich (Had H3);Park & Ride;AT;4075;Breitenaich;;Breitenaich;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1235611;96551;8300/1235611/96551;P+R PF Eferding (Efd);Park & Ride;AT;4070;Eferding;;Eferding;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1235611;96552;8300/1235611/96552;P+R PF Aschach a.d.Donau (Asd);Park & Ride;AT;4082;Aschach/Donau;;Aschach a.d.Donau;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1235811;96553;8300/1235811/96553;P+R PF Puchenau (Uf  H1);Park & Ride;AT;4040;Puchenau;;Puchenau;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1235811;96554;8300/1235811/96554;P+R PF Puchenau West (Puw);Park & Ride;AT;4040;Puchenau;;Puchenau West;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1235811;96555;8300/1235811/96555;P+R PF Ottensheim (Ott);Park & Ride;AT;4100;Ottensheim;;Ottensheim;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1235811;96556;8300/1235811/96556;P+R PF Walding (Ott H1);Park & Ride;AT;4111;Walding;;Walding;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1235811;96557;8300/1235811/96557;P+R PF Rottenegg (Rog);Park & Ride;AT;4112;Rottenegg;;Rottenegg;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1235811;96558;8300/1235811/96558;P+R PF Lacken (Rog H1);Park & Ride;AT;4101;Feldkirchen;;Lacken;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1235811;96559;8300/1235811/96559;P+R PF Gerling OÖ (Rog H2);Park & Ride;AT;4175;Herzogsdorf;;Gerling OÖ;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1235811;96560;8300/1235811/96560;P+R PF Neuhaus-Niederwaldkirchen (Nen);Park & Ride;AT;4174;Neuhaus/Niederwaldkirchen;;Neuhaus-Niederwaldkirchen;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1235811;96561;8300/1235811/96561;P+R PF Kleinzell (Nen H1);Park & Ride;AT;4115;Kleinzell;;Kleinzell;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1235811;96562;8300/1235811/96562;P+R PF Neufelden (Nef);Park & Ride;AT;4120;Neufelden;;Neufelden;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1235811;96563;8300/1235811/96563;P+R PF Haslach (Hah);Park & Ride;AT;4170;Haslach;;Haslach;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1235811;96564;8300/1235811/96564;P+R PF Rohrbach-Berg (Rob);Park & Ride;AT;4150;Rohrbach/Berg;;Rohrbach-Berg;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1235811;96565;8300/1235811/96565;P+R PF Oepping (Oep);Park & Ride;AT;4151;Öpping;;Oepping;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1235811;96566;8300/1235811/96566;P+R PF Aigen-Schlägl (Ai);Park & Ride;AT;4160;Aigen Schlägl;;Aigen-Schlägl;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1235911;96567;8300/1235911/96567;P+R PF Stadl-Paura (Stp);Park & Ride;AT;4651;Stadl-Paura;;Stadl-Paura;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1236011;96568;8300/1236011/96568;P+R PF Lenzing (Lng);Park & Ride;AT;4860;Lenzing;;Lenzing;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1236011;96569;8300/1236011/96569;P+R PF Kammer-Schörfling (Kms);Park & Ride;AT;4861;Schörfling am Attersee;Bahnhofstraße 15;Kammer-Schörfling;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1236111;96570;8300/1236111/96570;P+R PF Friedburg (in Nst) (Nsf);Park & Ride;AT;5211;Lengau;Bahnhofstraße 23;Friedburg;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1236111;96571;8300/1236111/96571;P+R PF Teichstätt (Nst H3H);Park & Ride;AT;5211;Lengau;;Teichstätt;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1236111;96572;8300/1236111/96572;P+R PF Achenlohe (Nst H4H);Park & Ride;AT;5222;Munderfing;Achenlohe 22;Achenlohe;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1236111;96573;8300/1236111/96573;P+R PF Munderfing (Mun);Park & Ride;AT;5222;Munderfing;Hauptstraße 94;Munderfing;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1236111;96574;8300/1236111/96574;P+R PF Mattighofen (Mho);Park & Ride;AT;5230;Mattighofen;Bahnhofstraße 3;Mattighofen;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1236111;96575;8300/1236111/96575;P+R PF Uttendorf-Helpfau (Mho K1);Park & Ride;AT;5261;Helpfau-Uttendorf;Helpfau 22;Uttendorf-Helpfau;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1236111;96576;8300/1236111/96576;P+R PF Mauerkirchen (Mau);Park & Ride;AT;5270;Mauerkirchen;Bahnhofstraße 16;Mauerkirchen;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1236111;96577;8300/1236111/96577;P+R PF St.Georgen a.d.Mattig (Mau H1);Park & Ride;AT;5274;Burgkirchen;;St.Georgen a.d.Mattig;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1236111;96578;8300/1236111/96578;P+R PF Lengau (Nst H2H);Park & Ride;AT;5211;Lengau;;Lengau;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1236111;96579;8300/1236111/96579;P+R PF Schalchen-Mattighofen (Mun H1);Park & Ride;AT;5230;Mattighofen;;Schalchen-Mattighofen;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1240111;96580;8300/1240111/96580;P+R PF Enns (Ens);Park & Ride;AT;4470;Enns;;Enns;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1240111;96581;8300/1240111/96581;P+R PF Asten-Fisching (Ens H1);Park & Ride;AT;4481;Asten/St.Florian;;Asten-Fisching;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1240121;96582;8300/1240121/96582;P+R PF Pasching (Lz  H2);Park & Ride;AT;4061;Pasching;;Pasching;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1240121;96583;8300/1240121/96583;P+R PF Hörsching (Hoe);Park & Ride;AT;4062;Hörsching;;Hörsching;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1240121;96584;8300/1240121/96584;P+R PF Oftering (Hoe H1);Park & Ride;AT;4063;Oftering;;Oftering;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1240121;96585;8300/1240121/96585;P+R PF Marchtrenk (Mak);Park & Ride;AT;4614;Marchtrenk;;Marchtrenk;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1240131;96586;8300/1240131/96586;P+R PF Gunskirchen (Gun);Park & Ride;AT;4623;Gunskirchen;;Gunskirchen;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1240132;96587;8300/1240132/96587;P+R PF Breitenschützing (Bre);Park & Ride;AT;4691;Breitenschützing;;Breitenschützing;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1240132;96588;8300/1240132/96588;P+R PF Schwanenstadt (Sas);Park & Ride;AT;4690;Schwanenstadt;Bahnhofstraße 13;Schwanenstadt;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1240141;96589;8300/1240141/96589;P+R PF Timelkam (Tm);Park & Ride;AT;4850;Timelkam;Leidern 17;Timelkam;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1240141;96590;8300/1240141/96590;P+R PF Neukirchen-Gampern (Tm  H1);Park & Ride;AT;4851;Neukirchen/Gampern;Fischhamering 9;Neukirchen-Gampern;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1240141;96591;8300/1240141/96591;P+R PF Redl-Zipf (Rz);Park & Ride;AT;4871;Redl/Zipf;Langwies 16;Redl-Zipf;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1240141;96592;8300/1240141/96592;P+R PF Vöcklamarkt (Vm);Park & Ride;AT;4870;Vöcklamarkt;Bahnhofstraße 36;Vöcklamarkt;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1240142;96593;8300/1240142/96593;P+R PF Pöndorf (Fm  H1);Park & Ride;AT;4891;Pöndorf;;Pöndorf;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1240143;96594;8300/1240143/96594;P+R PF Straßwalchen (Stw);Park & Ride;AT;5204;Straßwalchen;;Straßwalchen;IMM Salzburg (Salzburg);Hess Rudolf
8300;1240143;96595;8300/1240143/96595;P+R PF Oberhofen-Zell am Moos (Edb H1);Park & Ride;AT;4893;Oberhofen am Irrsee;;Oberhofen-Zell am Moos;IMM Salzburg (Salzburg);Hess Rudolf
8300;1240143;96596;8300/1240143/96596;P+R PF Straßwalchen West (Nst H1H);Park & Ride;AT;5202;Straßwalchen;;Straßwalchen West;IMM Salzburg (Salzburg);Hess Rudolf
8300;1240144;96597;8300/1240144/96597;P+R PF Weng (Nst H1);Park & Ride;AT;5203;Weng;;Weng;IMM Salzburg (Salzburg);Hess Rudolf
8300;1240144;96598;8300/1240144/96598;P+R PF Seekirchen am Wallersee (See);Park & Ride;AT;5201;Seekirchen/Wallersee;;Seekirchen am Wallersee;IMM Salzburg (Salzburg);Hess Rudolf
8300;1240151;96599;8300/1240151/96599;P+R PF Puch bei Hallein (Aj  H4);Park & Ride;AT;5412;Puch/Oberalm;;Puch bei Hallein;IMM Salzburg (Salzburg);
8300;1240151;96600;8300/1240151/96600;P+R PF Oberalm (Aj  H5);Park & Ride;AT;5411;Oberalm;;Oberalm;IMM Salzburg (Salzburg);
8300;1240151;96601;8300/1240151/96601;P+R PF Puch Urstein (Aj  H3A);Park & Ride;AT;5412;Puch Urstein;;Puch Urstein;IMM Salzburg (Salzburg);Hess Rudolf
8300;1240152;96602;8300/1240152/96602;P+R PF Bad Vigaun (Hl  H2A);Park & Ride;AT;5424;Bad Vigaun;;Bad Vigaun;IMM Salzburg (Salzburg);
8300;1240152;96603;8300/1240152/96603;P+R PF Kuchl (Hl  H5);Park & Ride;AT;5431;Kuchl;;Kuchl;IMM Salzburg (Salzburg);
8300;1240152;96604;8300/1240152/96604;P+R PF Golling-Abtenau (Gg);Park & Ride;AT;5440;Golling;;Golling-Abtenau;IMM Salzburg (Salzburg);Hess Rudolf
8300;1240152;96605;8300/1240152/96605;P+R PF Tenneck (Awanst) (Gg  K2);Park & Ride;AT;5451;Sulzau;;Tenneck;IMM Salzburg (Salzburg);
8300;1240152;96606;8300/1240152/96606;P+R PF Werfen (Rf);Park & Ride;AT;5450;Werfen;;Werfen;IMM Salzburg (Salzburg);Hess Rudolf
8300;1240152;96607;8300/1240152/96607;P+R PF Pfarrwerfen (Rf  H1);Park & Ride;AT;5452;Werfen;;Pfarrwerfen;IMM Salzburg (Salzburg);Hess Rudolf
8300;1240152;96608;8300/1240152/96608;P+R PF Kuchl Garnei (Hl  H3);Park & Ride;AT;5431;Kuchl Garnei;;Kuchl Garnei;IMM Salzburg (Salzburg);
8300;1240161;96609;8300/1240161/96609;P+R PF St.Johann im Pongau (Jp);Park & Ride;AT;5600;St.Johann/Pongau;;St.Johann im Pongau;IMM Salzburg (Salzburg);Hess Rudolf
8300;1240171;96610;8300/1240171/96610;P+R PF Taxenbach-Rauris (Ta);Park & Ride;AT;5660;Taxenbach/Rauris;;Taxenbach-Rauris;IMM Salzburg (Salzburg);Hess Rudolf
8300;1240171;96611;8300/1240171/96611;P+R PF Bruck-Fusch (Brf);Park & Ride;AT;5671;Bruck/Fusch;;Bruck-Fusch;IMM Salzburg (Salzburg);Hess Rudolf
8300;1240171;96612;8300/1240171/96612;P+R PF Lend (Ld);Park & Ride;AT;5651;Lend;;Lend;IMM Salzburg (Salzburg);Hess Rudolf
8300;1240411;96613;8300/1240411/96613;P+R PF Traun (T);Park & Ride;AT;4050;Traun;;Traun;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1240411;96614;8300/1240411/96614;P+R PF Ansfelden (Awanst) (T   H1);Park & Ride;AT;4052;Ansfelden;;Ansfelden;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1240512;96615;8300/1240512/96615;P+R PF Bad Schallerbach-Wallern (Wa);Park & Ride;AT;4701;Bad Schallerbach/Wallern;;Bad Schallerbach-Wallern;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1240512;96616;8300/1240512/96616;P+R PF Schlüßlberg (Wa  H1);Park & Ride;AT;4710;Schlüßlberg;;Schlüßlberg;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1240512;96617;8300/1240512/96617;P+R PF Grieskirchen-Gallspach (Gk);Park & Ride;AT;4710;Grieskirchen;;Grieskirchen-Gallspach;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1240512;96618;8300/1240512/96618;P+R PF Obertrattnach-M Hofk (Gk  H1);Park & Ride;AT;4715;Obertrattnach;;Obertrattnach-M Hofk;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1240521;96619;8300/1240521/96619;P+R PF Kimpling (Neu H1);Park & Ride;AT;4720;Kimpling;;Kimpling;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1240521;96620;8300/1240521/96620;P+R PF Kumpfmühl (Neu H2);Park & Ride;AT;4751;Kumpfmühl;;Kumpfmühl;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1240521;96621;8300/1240521/96621;P+R PF Riedau (Ri);Park & Ride;AT;4752;Riedau;;Riedau;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1240521;96622;8300/1240521/96622;P+R PF Zell a.d.Pram (Ri  H1);Park & Ride;AT;4755;Zell/Pram;;Zell a.d.Pram;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1240521;96623;8300/1240521/96623;P+R PF Andorf (Af);Park & Ride;AT;4770;Andorf;;Andorf;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1240521;96624;8300/1240521/96624;P+R PF Taufkirchen a d Pram (Tp);Park & Ride;AT;4775;Taufkirchen/Pram;;Taufkirchen a d Pram;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1240522;96625;8300/1240522/96625;P+R PF Wernstein (Wer);Park & Ride;AT;4783;Wernstein;;Wernstein;IMM Oberösterreich (Linz);Furtlehner Johann
8300;1250411;96626;8300/1250411/96626;P+R PF Hard-Fussach (Us  H1);Park & Ride;AT;6973;Hard Fussach;;Hard-Fussach;IMM Tirol/Vorarlberg (Innsbruck);Ruef Michael
